n_estimators,max_depth,max_samples,max_features,ccp_alpha,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,bootstrap,Precedence
800.0,192.0,1.0,0.4,1e-08,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.61,19260817.0,-1.0,True,0.0
25.0,192.0,0.4,0.4,0.1,-0.001135,-0.003916,-0.033761,0.28883,0.301752,0.278526,,,,0.03,19260817.0,-1.0,True,1.0
25.0,3.0,1.0,0.4,1e-08,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.02,19260817.0,-1.0,True,2.0
800.0,192.0,0.4,0.4,1e-08,0.620786,0.11075,0.036594,0.177762,0.283997,0.268881,,,,0.74,19260817.0,-1.0,True,3.0
25.0,192.0,0.4,1.0,1e-08,0.603116,0.01777,-0.004431,0.181856,0.298476,0.274546,,,,0.03,19260817.0,-1.0,True,4.0
25.0,192.0,1.0,1.0,1e-08,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.02,19260817.0,-1.0,True,5.0
25.0,24.0,1.0,1.0,1e-08,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.03,19260817.0,-1.0,True,6.0
800.0,3.0,0.4,0.4,0.1,-3.8e-05,-0.007919,-0.045273,0.288672,0.302353,0.280073,,,,0.69,19260817.0,-1.0,True,7.0
800.0,192.0,1.0,1.0,1e-08,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.57,19260817.0,-1.0,True,8.0
25.0,24.0,0.4,0.4,1e-08,0.599791,0.029023,0.036836,0.182616,0.296761,0.268848,,,,0.03,19260817.0,-1.0,True,9.0
25.0,3.0,0.4,1.0,1e-08,0.08356,0.020236,-0.012916,0.276343,0.298101,0.275704,,,,0.03,19260817.0,-1.0,True,10.0
25.0,192.0,0.4,1.0,0.1,-0.001135,-0.003916,-0.033761,0.28883,0.301752,0.278526,,,,0.03,19260817.0,-1.0,True,11.0
25.0,3.0,1.0,1.0,1e-08,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.03,19260817.0,-1.0,True,12.0
800.0,3.0,1.0,0.4,0.1,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.57,19260817.0,-1.0,True,13.0
25.0,24.0,0.4,0.4,0.1,-0.001135,-0.003916,-0.033761,0.28883,0.301752,0.278526,,,,0.02,19260817.0,-1.0,True,14.0
800.0,3.0,0.4,1.0,0.1,-3.8e-05,-0.007919,-0.045273,0.288672,0.302353,0.280073,,,,0.67,19260817.0,-1.0,True,15.0
800.0,3.0,0.4,1.0,1e-08,0.088463,0.014233,-0.020252,0.275603,0.299012,0.2767,,,,0.69,19260817.0,-1.0,True,16.0
800.0,24.0,0.4,1.0,0.1,-3.8e-05,-0.007919,-0.045273,0.288672,0.302353,0.280073,,,,0.72,19260817.0,-1.0,True,17.0
25.0,24.0,0.4,1.0,1e-08,0.603116,0.01777,-0.004431,0.181856,0.298476,0.274546,,,,0.03,19260817.0,-1.0,True,18.0
25.0,192.0,1.0,0.4,1e-08,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.02,19260817.0,-1.0,True,19.0
800.0,192.0,0.4,1.0,0.1,-3.8e-05,-0.007919,-0.045273,0.288672,0.302353,0.280073,,,,0.71,19260817.0,-1.0,True,20.0
25.0,24.0,1.0,0.4,0.1,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.03,19260817.0,-1.0,True,21.0
800.0,192.0,1.0,0.4,0.1,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.59,19260817.0,-1.0,True,22.0
25.0,192.0,0.4,0.4,1e-08,0.599791,0.029023,0.036836,0.182616,0.296761,0.268848,,,,0.03,19260817.0,-1.0,True,23.0
800.0,24.0,0.4,0.4,0.1,-3.8e-05,-0.007919,-0.045273,0.288672,0.302353,0.280073,,,,0.72,19260817.0,-1.0,True,24.0
800.0,24.0,1.0,0.4,0.1,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.61,19260817.0,-1.0,True,25.0
800.0,24.0,0.4,1.0,1e-08,0.614754,0.098485,0.0395,0.17917,0.285949,0.268475,,,,0.7,19260817.0,-1.0,True,26.0
800.0,3.0,1.0,1.0,0.1,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.57,19260817.0,-1.0,True,27.0
25.0,3.0,0.4,0.4,1e-08,0.23701,0.040867,0.01804,0.252148,0.294945,0.271458,,,,0.05,19260817.0,-1.0,True,28.0
800.0,3.0,0.4,0.4,1e-08,0.242941,0.054352,0.002308,0.251166,0.292865,0.273624,,,,0.69,19260817.0,-1.0,True,29.0
25.0,24.0,0.4,1.0,0.1,-0.001135,-0.003916,-0.033761,0.28883,0.301752,0.278526,,,,0.02,19260817.0,-1.0,True,30.0
800.0,24.0,1.0,1.0,0.1,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.57,19260817.0,-1.0,True,31.0
25.0,24.0,1.0,0.4,1e-08,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.02,19260817.0,-1.0,True,32.0
800.0,24.0,1.0,1.0,1e-08,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.57,19260817.0,-1.0,True,33.0
25.0,3.0,0.4,1.0,0.1,-0.001135,-0.003916,-0.033761,0.28883,0.301752,0.278526,,,,0.04,19260817.0,-1.0,True,34.0
800.0,3.0,1.0,1.0,1e-08,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.57,19260817.0,-1.0,True,35.0
25.0,24.0,1.0,1.0,0.1,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.02,19260817.0,-1.0,True,36.0
800.0,192.0,0.4,1.0,1e-08,0.614754,0.098485,0.0395,0.17917,0.285949,0.268475,,,,0.71,19260817.0,-1.0,True,37.0
25.0,3.0,1.0,1.0,0.1,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.02,19260817.0,-1.0,True,38.0
800.0,3.0,1.0,0.4,1e-08,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.56,19260817.0,-1.0,True,39.0
25.0,3.0,1.0,0.4,0.1,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.03,19260817.0,-1.0,True,40.0
25.0,3.0,0.4,0.4,0.1,-0.001135,-0.003916,-0.033761,0.28883,0.301752,0.278526,,,,0.02,19260817.0,-1.0,True,41.0
800.0,192.0,0.4,0.4,0.1,-3.8e-05,-0.007919,-0.045273,0.288672,0.302353,0.280073,,,,0.72,19260817.0,-1.0,True,42.0
800.0,24.0,1.0,0.4,1e-08,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.59,19260817.0,-1.0,True,43.0
25.0,192.0,1.0,0.4,0.1,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.03,19260817.0,-1.0,True,44.0
800.0,192.0,1.0,1.0,0.1,-0.000859,-0.00446,-0.035481,0.28879,0.301834,0.278758,,,,0.58,19260817.0,-1.0,True,45.0
25.0,192.0,1.0,1.0,0.1,-0.024138,-0.059432,-0.146656,0.29213,0.309984,0.293341,,,,0.02,19260817.0,-1.0,True,46.0
800.0,24.0,0.4,0.4,1e-08,0.620786,0.11075,0.036594,0.177762,0.283997,0.268881,,,,0.71,19260817.0,-1.0,True,47.0
200.0,24.0,0.7,0.7,0.0001,0.785351,0.117052,0.10178,0.13374,0.282989,0.259625,,,,0.2,19260817.0,-1.0,True,48.0
100.0,24.0,0.7,0.7,0.0001,0.779955,0.090299,0.06761,0.13541,0.287244,0.264518,,,,0.1,19260817.0,-1.0,True,49.0
400.0,24.0,0.7,0.7,0.0001,0.785651,0.127151,0.08769,0.133646,0.281366,0.261654,,,,0.37,19260817.0,-1.0,True,50.0
200.0,12.0,0.7,0.7,0.0001,0.777975,0.099765,0.093742,0.136018,0.285746,0.260785,,,,0.19,19260817.0,-1.0,True,51.0
200.0,48.0,0.7,0.7,0.0001,0.785351,0.117052,0.10178,0.13374,0.282989,0.259625,,,,0.18,19260817.0,-1.0,True,52.0
200.0,24.0,0.55,0.7,0.0001,0.711294,0.085952,0.04937,0.155104,0.28793,0.267092,,,,0.19,19260817.0,-1.0,True,53.0
200.0,24.0,0.85,0.7,0.0001,0.832866,0.131632,0.072597,0.118013,0.280643,0.263809,,,,0.2,19260817.0,-1.0,True,54.0
200.0,24.0,0.7,0.55,0.0001,0.785409,0.084286,0.086368,0.133722,0.288192,0.261843,,,,0.18,19260817.0,-1.0,True,55.0
200.0,24.0,0.7,0.85,0.0001,0.777481,0.112512,0.063565,0.136169,0.283716,0.265091,,,,0.18,19260817.0,-1.0,True,56.0
200.0,24.0,0.7,0.7,1e-06,0.791716,0.117813,0.107354,0.131742,0.282867,0.258819,,,,0.19,19260817.0,-1.0,True,57.0
200.0,24.0,0.7,0.7,0.01,0.022606,0.002039,-0.040313,0.285385,0.300856,0.279407,,,,0.18,19260817.0,-1.0,True,58.0
800.0,24.0,0.7,0.7,0.0001,0.789269,0.124777,0.074238,0.132514,0.281748,0.263576,,,,0.75,19260817.0,-1.0,True,59.0
400.0,12.0,0.7,0.7,0.0001,0.777302,0.11814,0.083127,0.136224,0.282815,0.262307,,,,0.39,19260817.0,-1.0,True,60.0
400.0,48.0,0.7,0.7,0.0001,0.785651,0.127151,0.08769,0.133646,0.281366,0.261654,,,,0.39,19260817.0,-1.0,True,61.0
400.0,24.0,0.55,0.7,0.0001,0.713103,0.101349,0.056165,0.154618,0.285494,0.266136,,,,0.37,19260817.0,-1.0,True,62.0
400.0,24.0,0.85,0.7,0.0001,0.835786,0.13013,0.073564,0.116977,0.280886,0.263672,,,,0.39,19260817.0,-1.0,True,63.0
400.0,24.0,0.7,0.55,0.0001,0.785121,0.121711,0.084457,0.133811,0.282241,0.262117,,,,0.38,19260817.0,-1.0,True,64.0
400.0,24.0,0.7,0.85,0.0001,0.780784,0.117627,0.06574,0.135155,0.282897,0.264783,,,,0.38,19260817.0,-1.0,True,65.0
400.0,24.0,0.7,0.7,1e-06,0.791954,0.125862,0.089995,0.131667,0.281574,0.261323,,,,0.37,19260817.0,-1.0,True,66.0
400.0,24.0,0.7,0.7,0.01,0.022703,0.001146,-0.041707,0.285371,0.300991,0.279594,,,,0.37,19260817.0,-1.0,True,67.0
100.0,48.0,0.7,0.7,0.0001,0.779955,0.090299,0.06761,0.13541,0.287244,0.264518,,,,0.1,19260817.0,-1.0,True,68.0
200.0,96.0,0.7,0.7,0.0001,0.785351,0.117052,0.10178,0.13374,0.282989,0.259625,,,,0.18,19260817.0,-1.0,True,69.0
200.0,48.0,0.55,0.7,0.0001,0.711294,0.085952,0.04937,0.155104,0.28793,0.267092,,,,0.19,19260817.0,-1.0,True,70.0
200.0,48.0,0.85,0.7,0.0001,0.832866,0.131632,0.072597,0.118013,0.280643,0.263809,,,,0.19,19260817.0,-1.0,True,71.0
200.0,48.0,0.7,0.55,0.0001,0.785409,0.084286,0.086368,0.133722,0.288192,0.261843,,,,0.18,19260817.0,-1.0,True,72.0
200.0,48.0,0.7,0.85,0.0001,0.777481,0.112512,0.063565,0.136169,0.283716,0.265091,,,,0.18,19260817.0,-1.0,True,73.0
200.0,48.0,0.7,0.7,1e-06,0.791716,0.117813,0.107354,0.131742,0.282867,0.258819,,,,0.18,19260817.0,-1.0,True,74.0
200.0,48.0,0.7,0.7,0.01,0.022606,0.002039,-0.040313,0.285385,0.300856,0.279407,,,,0.18,19260817.0,-1.0,True,75.0
100.0,24.0,0.85,0.7,0.0001,0.836501,0.148804,0.050392,0.116722,0.277854,0.266949,,,,0.09,19260817.0,-1.0,True,76.0
200.0,12.0,0.85,0.7,0.0001,0.818968,0.112369,0.077866,0.122821,0.283739,0.263059,,,,0.18,19260817.0,-1.0,True,77.0
200.0,24.0,1.0,0.7,0.0001,-0.000108,-0.00721,-0.043385,0.288682,0.302247,0.27982,,,,0.14,19260817.0,-1.0,True,78.0
200.0,24.0,0.85,0.55,0.0001,0.838845,0.131795,0.081818,0.115882,0.280617,0.262494,,,,0.18,19260817.0,-1.0,True,79.0
200.0,24.0,0.85,0.85,0.0001,0.835382,0.153461,0.04403,0.117121,0.277093,0.267842,,,,0.18,19260817.0,-1.0,True,80.0
200.0,24.0,0.85,0.7,1e-06,0.840863,0.132622,0.077429,0.115155,0.280483,0.263121,,,,0.18,19260817.0,-1.0,True,81.0
200.0,24.0,0.85,0.7,0.01,0.011551,-0.0047,-0.044359,0.286994,0.30187,0.27995,,,,0.18,19260817.0,-1.0,True,82.0
100.0,24.0,0.7,0.85,0.0001,0.774172,0.131244,0.06379,0.137178,0.280706,0.265059,,,,0.09,19260817.0,-1.0,True,83.0
200.0,12.0,0.7,0.85,0.0001,0.773122,0.12358,0.06143,0.137497,0.281941,0.265393,,,,0.19,19260817.0,-1.0,True,84.0
200.0,24.0,0.55,0.85,0.0001,0.714649,0.142453,0.070295,0.1542,0.278889,0.264137,,,,0.19,19260817.0,-1.0,True,85.0
200.0,24.0,0.7,1.0,0.0001,0.77695,0.158286,0.056972,0.136332,0.276302,0.266022,,,,0.19,19260817.0,-1.0,True,86.0
200.0,24.0,0.7,0.85,1e-06,0.784044,0.113414,0.063782,0.134146,0.283572,0.26506,,,,0.18,19260817.0,-1.0,True,87.0
200.0,24.0,0.7,0.85,0.01,0.025556,0.003614,-0.043555,0.284954,0.300619,0.279842,,,,0.18,19260817.0,-1.0,True,88.0
100.0,24.0,0.7,0.7,1e-06,0.786175,0.091461,0.074583,0.133483,0.287061,0.263527,,,,0.1,19260817.0,-1.0,True,89.0
200.0,12.0,0.7,0.7,1e-06,0.783566,0.096931,0.095926,0.134295,0.286195,0.26047,,,,0.18,19260817.0,-1.0,True,90.0
200.0,24.0,0.55,0.7,1e-06,0.716587,0.087211,0.050004,0.153676,0.287731,0.267003,,,,0.18,19260817.0,-1.0,True,91.0
200.0,24.0,0.7,0.55,1e-06,0.791339,0.082701,0.087312,0.131861,0.288441,0.261708,,,,0.19,19260817.0,-1.0,True,92.0
200.0,24.0,0.7,0.7,1e-08,0.7918,0.117786,0.107415,0.131715,0.282871,0.25881,,,,0.18,19260817.0,-1.0,True,93.0
100.0,24.0,0.7,1.0,0.0001,0.769436,0.180813,0.072646,0.138609,0.27258,0.263802,,,,0.1,19260817.0,-1.0,True,94.0
400.0,24.0,0.7,1.0,0.0001,0.786903,0.111806,0.061047,0.133255,0.283828,0.265447,,,,0.36,19260817.0,-1.0,True,95.0
200.0,12.0,0.7,1.0,0.0001,0.670506,0.143248,0.064384,0.165699,0.278759,0.264975,,,,0.18,19260817.0,-1.0,True,96.0
200.0,48.0,0.7,1.0,0.0001,0.777529,0.159254,0.057776,0.136155,0.276143,0.265909,,,,0.19,19260817.0,-1.0,True,97.0
200.0,24.0,0.55,1.0,0.0001,0.719936,0.11737,0.037632,0.152765,0.282938,0.268736,,,,0.19,19260817.0,-1.0,True,98.0
200.0,24.0,0.85,1.0,0.0001,0.839296,0.100886,0.051946,0.11572,0.285568,0.26673,,,,0.19,19260817.0,-1.0,True,99.0
200.0,24.0,0.7,1.0,1e-06,0.779592,0.158069,0.054737,0.135522,0.276338,0.266337,,,,0.19,19260817.0,-1.0,True,100.0
200.0,24.0,0.7,1.0,0.01,-1.8e-05,-0.008246,-0.046128,0.288669,0.302402,0.280187,,,,0.19,19260817.0,-1.0,True,101.0
50.0,24.0,0.7,1.0,0.0001,0.763895,0.147465,0.021297,0.140265,0.278073,0.271007,,,,0.06,19260817.0,-1.0,True,102.0
100.0,12.0,0.7,1.0,0.0001,0.682819,0.140932,0.062856,0.162574,0.279136,0.265191,,,,0.1,19260817.0,-1.0,True,103.0
100.0,48.0,0.7,1.0,0.0001,0.769436,0.180813,0.072646,0.138609,0.27258,0.263802,,,,0.1,19260817.0,-1.0,True,104.0
100.0,24.0,0.55,1.0,0.0001,0.723995,0.09988,-0.0034,0.151654,0.285728,0.274406,,,,0.1,19260817.0,-1.0,True,105.0
100.0,24.0,0.85,1.0,0.0001,0.837292,0.09712,0.013844,0.11644,0.286165,0.272037,,,,0.1,19260817.0,-1.0,True,106.0
100.0,24.0,0.7,1.0,1e-06,0.772228,0.179095,0.071791,0.137767,0.272865,0.263924,,,,0.1,19260817.0,-1.0,True,107.0
100.0,24.0,0.7,1.0,0.01,-2.7e-05,-0.008087,-0.045714,0.28867,0.302379,0.280132,,,,0.09,19260817.0,-1.0,True,108.0
50.0,48.0,0.7,1.0,0.0001,0.763895,0.147465,0.021297,0.140265,0.278073,0.271007,,,,0.06,19260817.0,-1.0,True,109.0
100.0,96.0,0.7,1.0,0.0001,0.769436,0.180813,0.072646,0.138609,0.27258,0.263802,,,,0.1,19260817.0,-1.0,True,110.0
100.0,48.0,0.55,1.0,0.0001,0.723995,0.09988,-0.0034,0.151654,0.285728,0.274406,,,,0.09,19260817.0,-1.0,True,111.0
100.0,48.0,0.85,1.0,0.0001,0.837938,0.098129,0.012413,0.116208,0.286005,0.272235,,,,0.1,19260817.0,-1.0,True,112.0
100.0,48.0,0.7,0.85,0.0001,0.774172,0.131244,0.06379,0.137178,0.280706,0.265059,,,,0.1,19260817.0,-1.0,True,113.0
100.0,48.0,0.7,1.0,1e-06,0.772228,0.179095,0.071791,0.137767,0.272865,0.263924,,,,0.09,19260817.0,-1.0,True,114.0
100.0,48.0,0.7,1.0,0.01,-2.7e-05,-0.008087,-0.045714,0.28867,0.302379,0.280132,,,,0.1,19260817.0,-1.0,True,115.0
400.0,192.0,0.4,0.4,1e-08,0.621121,0.110174,0.034378,0.177683,0.284089,0.26919,,,,0.35,19260817.0,-1.0,True,116.0
800.0,96.0,0.4,0.4,1e-08,0.620786,0.11075,0.036594,0.177762,0.283997,0.268881,,,,0.69,19260817.0,-1.0,True,117.0
800.0,192.0,0.55,0.4,1e-08,0.723091,0.125367,0.044488,0.151902,0.281653,0.267777,,,,0.71,19260817.0,-1.0,True,118.0
800.0,192.0,0.4,0.55,1e-08,0.616288,0.106551,0.044574,0.178813,0.284667,0.267765,,,,0.7,19260817.0,-1.0,True,119.0
800.0,192.0,0.4,0.4,1e-06,0.620782,0.110748,0.036587,0.177763,0.283998,0.268882,,,,0.7,19260817.0,-1.0,True,120.0
200.0,192.0,0.4,0.4,1e-08,0.620321,0.102882,0.051324,0.177871,0.285251,0.266818,,,,0.18,19260817.0,-1.0,True,121.0
400.0,96.0,0.4,0.4,1e-08,0.621121,0.110174,0.034378,0.177683,0.284089,0.26919,,,,0.35,19260817.0,-1.0,True,122.0
400.0,192.0,0.55,0.4,1e-08,0.72398,0.114071,0.035607,0.151658,0.283466,0.269019,,,,0.35,19260817.0,-1.0,True,123.0
400.0,192.0,0.4,0.55,1e-08,0.612865,0.114431,0.044707,0.179609,0.283409,0.267747,,,,0.35,19260817.0,-1.0,True,124.0
400.0,192.0,0.4,0.4,1e-06,0.621123,0.110237,0.034433,0.177683,0.284079,0.269183,,,,0.36,19260817.0,-1.0,True,125.0
800.0,48.0,0.4,0.4,1e-08,0.620786,0.11075,0.036594,0.177762,0.283997,0.268881,,,,0.71,19260817.0,-1.0,True,126.0
800.0,96.0,0.55,0.4,1e-08,0.723091,0.125367,0.044488,0.151902,0.281653,0.267777,,,,0.71,19260817.0,-1.0,True,127.0
800.0,96.0,0.4,0.55,1e-08,0.616288,0.106551,0.044574,0.178813,0.284667,0.267765,,,,0.71,19260817.0,-1.0,True,128.0
800.0,96.0,0.4,0.4,1e-06,0.620782,0.110748,0.036587,0.177763,0.283998,0.268882,,,,0.7,19260817.0,-1.0,True,129.0
800.0,192.0,0.7,0.4,1e-08,0.795417,0.124022,0.075093,0.130566,0.28187,0.263454,,,,0.7,19260817.0,-1.0,True,130.0
800.0,192.0,0.55,0.55,1e-08,0.719286,0.128202,0.071935,0.152943,0.281197,0.263903,,,,0.72,19260817.0,-1.0,True,131.0
800.0,192.0,0.55,0.4,1e-06,0.723088,0.125375,0.044378,0.151903,0.281652,0.267793,,,,0.71,19260817.0,-1.0,True,132.0
800.0,192.0,0.4,0.7,1e-08,0.620432,0.110958,0.049354,0.177845,0.283964,0.267095,,,,0.7,19260817.0,-1.0,True,133.0
800.0,192.0,0.4,0.55,1e-06,0.616287,0.106546,0.044622,0.178813,0.284668,0.267759,,,,0.7,19260817.0,-1.0,True,134.0
800.0,192.0,0.4,0.4,0.0001,0.617745,0.110347,0.038011,0.178473,0.284062,0.268683,,,,0.7,19260817.0,-1.0,True,135.0
400.0,24.0,0.4,0.4,1e-08,0.621121,0.110174,0.034378,0.177683,0.284089,0.26919,,,,0.37,19260817.0,-1.0,True,136.0
800.0,12.0,0.4,0.4,1e-08,0.615805,0.112193,0.039386,0.178925,0.283767,0.268491,,,,0.71,19260817.0,-1.0,True,137.0
800.0,24.0,0.55,0.4,1e-08,0.723091,0.125367,0.044488,0.151902,0.281653,0.267777,,,,0.74,19260817.0,-1.0,True,138.0
800.0,24.0,0.4,0.55,1e-08,0.616288,0.106551,0.044574,0.178813,0.284667,0.267765,,,,0.79,19260817.0,-1.0,True,139.0
800.0,24.0,0.4,0.4,1e-06,0.620782,0.110748,0.036587,0.177763,0.283998,0.268882,,,,0.72,19260817.0,-1.0,True,140.0
200.0,24.0,0.4,0.4,1e-08,0.620321,0.102882,0.051324,0.177871,0.285251,0.266818,,,,0.19,19260817.0,-1.0,True,141.0
400.0,12.0,0.4,0.4,1e-08,0.61487,0.106809,0.044237,0.179143,0.284626,0.267813,,,,0.37,19260817.0,-1.0,True,142.0
400.0,48.0,0.4,0.4,1e-08,0.621121,0.110174,0.034378,0.177683,0.284089,0.26919,,,,0.37,19260817.0,-1.0,True,143.0
400.0,24.0,0.55,0.4,1e-08,0.72398,0.114071,0.035607,0.151658,0.283466,0.269019,,,,0.38,19260817.0,-1.0,True,144.0
400.0,24.0,0.4,0.55,1e-08,0.612865,0.114431,0.044707,0.179609,0.283409,0.267747,,,,0.36,19260817.0,-1.0,True,145.0
400.0,24.0,0.4,0.4,1e-06,0.621123,0.110237,0.034433,0.177683,0.284079,0.269183,,,,0.39,19260817.0,-1.0,True,146.0
800.0,6.0,0.4,0.4,1e-08,0.476431,0.095562,0.032614,0.208873,0.286412,0.269436,,,,0.76,19260817.0,-1.0,True,147.0
800.0,12.0,0.55,0.4,1e-08,0.715366,0.117673,0.04908,0.154007,0.282889,0.267133,,,,0.76,19260817.0,-1.0,True,148.0
800.0,12.0,0.4,0.55,1e-08,0.614188,0.105295,0.042587,0.179301,0.284867,0.268044,,,,0.83,19260817.0,-1.0,True,149.0
800.0,12.0,0.4,0.4,1e-06,0.615799,0.112183,0.039347,0.178927,0.283768,0.268497,,,,0.79,19260817.0,-1.0,True,150.0
800.0,48.0,0.55,0.4,1e-08,0.723091,0.125367,0.044488,0.151902,0.281653,0.267777,,,,0.84,19260817.0,-1.0,True,151.0
800.0,24.0,0.7,0.4,1e-08,0.795381,0.123827,0.075402,0.130578,0.281901,0.26341,,,,0.81,19260817.0,-1.0,True,152.0
800.0,24.0,0.55,0.55,1e-08,0.719286,0.128202,0.071935,0.152943,0.281197,0.263903,,,,0.97,19260817.0,-1.0,True,153.0
800.0,24.0,0.55,0.4,1e-06,0.723088,0.125375,0.044378,0.151903,0.281652,0.267793,,,,0.85,19260817.0,-1.0,True,154.0
800.0,48.0,0.4,0.55,1e-08,0.616288,0.106551,0.044574,0.178813,0.284667,0.267765,,,,0.84,19260817.0,-1.0,True,155.0
800.0,24.0,0.4,0.7,1e-08,0.620432,0.110958,0.049354,0.177845,0.283964,0.267095,,,,0.83,19260817.0,-1.0,True,156.0
800.0,24.0,0.4,0.55,1e-06,0.616287,0.106546,0.044622,0.178813,0.284668,0.267759,,,,0.8,19260817.0,-1.0,True,157.0
800.0,48.0,0.4,0.4,1e-06,0.620782,0.110748,0.036587,0.177763,0.283998,0.268882,,,,0.8,19260817.0,-1.0,True,158.0
800.0,24.0,0.4,0.4,0.0001,0.617745,0.110347,0.038011,0.178473,0.284062,0.268683,,,,0.83,19260817.0,-1.0,True,159.0
50.0,96.0,0.7,1.0,0.0001,0.763895,0.147465,0.021297,0.140265,0.278073,0.271007,,,,0.06,19260817.0,-1.0,True,160.0
200.0,96.0,0.7,1.0,0.0001,0.777529,0.159254,0.057776,0.136155,0.276143,0.265909,,,,0.24,19260817.0,-1.0,True,161.0
100.0,192.0,0.7,1.0,0.0001,0.769436,0.180813,0.072646,0.138609,0.27258,0.263802,,,,0.11,19260817.0,-1.0,True,162.0
100.0,96.0,0.55,1.0,0.0001,0.723995,0.09988,-0.0034,0.151654,0.285728,0.274406,,,,0.1,19260817.0,-1.0,True,163.0
100.0,96.0,0.85,1.0,0.0001,0.837938,0.098129,0.012413,0.116208,0.286005,0.272235,,,,0.1,19260817.0,-1.0,True,164.0
100.0,96.0,0.7,0.85,0.0001,0.774172,0.131244,0.06379,0.137178,0.280706,0.265059,,,,0.11,19260817.0,-1.0,True,165.0
100.0,96.0,0.7,1.0,1e-06,0.772228,0.179095,0.071791,0.137767,0.272865,0.263924,,,,0.1,19260817.0,-1.0,True,166.0
100.0,96.0,0.7,1.0,0.01,-2.7e-05,-0.008087,-0.045714,0.28867,0.302379,0.280132,,,,0.1,19260817.0,-1.0,True,167.0
50.0,48.0,0.7,1.0,1e-06,0.7662,0.143288,0.022057,0.139578,0.278753,0.270902,,,,0.06,19260817.0,-1.0,True,168.0
200.0,48.0,0.7,1.0,1e-06,0.780198,0.159198,0.055508,0.135336,0.276152,0.266229,,,,0.21,19260817.0,-1.0,True,169.0
100.0,48.0,0.55,1.0,1e-06,0.726044,0.099544,-0.004042,0.15109,0.285781,0.274493,,,,0.1,19260817.0,-1.0,True,170.0
100.0,48.0,0.85,1.0,1e-06,0.841007,0.102573,0.007708,0.115103,0.2853,0.272882,,,,0.11,19260817.0,-1.0,True,171.0
100.0,48.0,0.7,0.85,1e-06,0.780975,0.134319,0.061534,0.135096,0.280208,0.265378,,,,0.21,19260817.0,-1.0,True,172.0
100.0,48.0,0.7,1.0,1e-08,0.772203,0.179049,0.071809,0.137775,0.272873,0.263921,,,,0.12,19260817.0,-1.0,True,173.0
