alpha,tol,max_iter,fit_intercept,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Precedence
0.0001,1e-05,1000.0,1.0,0.365961,-0.053771,-0.070797,0.229855,0.309154,0.283472,,,,0.01,19260817.0,0.0
1000.0,1e-05,1000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,1.0
1000.0,0.1,1000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,2.0
1e-08,0.1,1000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,3.0
1000.0,0.1,10000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,4.0
1.0,1e-05,10000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,5.0
0.0001,1e-05,1000.0,False,-2.181096,-2.908753,-4.097502,0.514855,0.595417,0.618493,,,,0.0,19260817.0,6.0
1000.0,0.1,10000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,7.0
1.0,1e-05,1000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,8.0
0.0001,1e-05,10000.0,True,0.365961,-0.053771,-0.070797,0.229855,0.309154,0.283472,,,,0.0,19260817.0,9.0
1000.0,0.1,1000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,10.0
0.0001,0.1,1000.0,True,0.365961,-0.053778,-0.070808,0.229855,0.309155,0.283473,,,,0.0,19260817.0,11.0
1.0,0.1,1000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,12.0
0.0001,0.1,1000.0,False,-2.181096,-2.908693,-4.097379,0.514855,0.595412,0.618485,,,,0.0,19260817.0,13.0
1e-08,0.1,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,14.0
1000.0,1e-05,1000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,15.0
1e-08,0.1,10000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,16.0
1.0,0.1,10000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,17.0
1e-08,1e-05,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,18.0
0.0001,0.1,10000.0,True,0.365961,-0.053778,-0.070808,0.229855,0.309155,0.283473,,,,0.0,19260817.0,19.0
1e-08,0.1,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,20.0
1000.0,1e-05,10000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,21.0
1e-08,1e-05,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,22.0
1000.0,1e-05,10000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,23.0
0.0001,0.1,10000.0,False,-2.181096,-2.908693,-4.097379,0.514855,0.595412,0.618485,,,,0.0,19260817.0,24.0
1e-08,1e-05,10000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,25.0
1e-08,1e-05,1000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,26.0
1.0,0.1,1000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,27.0
1.0,1e-05,10000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,28.0
0.0001,1e-05,10000.0,False,-2.181096,-2.908753,-4.097502,0.514855,0.595417,0.618493,,,,0.0,19260817.0,29.0
1.0,1e-05,1000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,30.0
1.0,0.1,10000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,31.0
0.01,0.001,5000.0,True,0.351039,-0.013353,-0.054389,0.232544,0.303167,0.281291,,,,0.0,19260817.0,32.0
0.001,0.001,5000.0,True,0.365703,-0.050183,-0.071728,0.229902,0.308627,0.283595,,,,0.0,19260817.0,33.0
0.1,0.001,5000.0,True,0.043231,0.007085,-0.044716,0.282358,0.300095,0.279998,,,,0.0,19260817.0,34.0
0.01,0.0001,5000.0,True,0.351039,-0.013353,-0.054389,0.232544,0.303167,0.281291,,,,0.0,19260817.0,35.0
0.01,0.01,5000.0,True,0.351039,-0.013353,-0.054389,0.232544,0.303167,0.281291,,,,0.0,19260817.0,36.0
0.01,0.001,1000.0,True,0.351039,-0.013353,-0.054389,0.232544,0.303167,0.281291,,,,0.0,19260817.0,37.0
0.01,0.001,10000.0,True,0.351039,-0.013353,-0.054389,0.232544,0.303167,0.281291,,,,0.0,19260817.0,38.0
0.01,0.001,5000.0,False,-2.209087,-2.861525,-3.949797,0.517115,0.591809,0.609466,,,,0.0,19260817.0,39.0
1.0,0.001,5000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,40.0
0.1,0.0001,5000.0,True,0.043231,0.007085,-0.044716,0.282358,0.300095,0.279998,,,,0.0,19260817.0,41.0
0.1,0.01,5000.0,True,0.043231,0.007085,-0.044716,0.282358,0.300095,0.279998,,,,0.0,19260817.0,42.0
0.1,0.001,1000.0,True,0.043231,0.007085,-0.044716,0.282358,0.300095,0.279998,,,,0.0,19260817.0,43.0
0.1,0.001,10000.0,True,0.043231,0.007085,-0.044716,0.282358,0.300095,0.279998,,,,0.0,19260817.0,44.0
0.1,0.001,5000.0,False,-2.993428,-3.062818,-4.105491,0.576858,0.607038,0.618977,,,,0.0,19260817.0,45.0
0.001,0.0001,5000.0,True,0.365703,-0.050183,-0.071728,0.229902,0.308627,0.283595,,,,0.0,19260817.0,46.0
0.01,1e-05,5000.0,True,0.351039,-0.013353,-0.054389,0.232544,0.303167,0.281291,,,,0.0,19260817.0,47.0
0.01,0.0001,1000.0,True,0.351039,-0.013353,-0.054389,0.232544,0.303167,0.281291,,,,0.0,19260817.0,48.0
0.01,0.0001,10000.0,True,0.351039,-0.013353,-0.054389,0.232544,0.303167,0.281291,,,,0.0,19260817.0,49.0
0.01,0.0001,5000.0,False,-2.209051,-2.861643,-3.949879,0.517112,0.591818,0.609471,,,,0.0,19260817.0,50.0
0.001,0.01,5000.0,True,0.365703,-0.050183,-0.071728,0.229902,0.308627,0.283595,,,,0.0,19260817.0,51.0
0.01,0.1,5000.0,True,0.351039,-0.013353,-0.054389,0.232544,0.303167,0.281291,,,,0.0,19260817.0,52.0
0.01,0.01,1000.0,True,0.351039,-0.013353,-0.054389,0.232544,0.303167,0.281291,,,,0.0,19260817.0,53.0
0.01,0.01,10000.0,True,0.351039,-0.013353,-0.054389,0.232544,0.303167,0.281291,,,,0.0,19260817.0,54.0
0.01,0.01,5000.0,False,-2.209721,-2.859492,-3.94839,0.517166,0.591653,0.609379,,,,0.0,19260817.0,55.0
0.001,0.001,1000.0,True,0.365703,-0.050183,-0.071728,0.229902,0.308627,0.283595,,,,0.0,19260817.0,56.0
0.01,0.001,1000.0,False,-2.209087,-2.861525,-3.949797,0.517115,0.591809,0.609466,,,,0.0,19260817.0,57.0
0.001,0.001,10000.0,True,0.365703,-0.050183,-0.071728,0.229902,0.308627,0.283595,,,,0.0,19260817.0,58.0
0.01,0.001,10000.0,False,-2.209087,-2.861525,-3.949797,0.517115,0.591809,0.609466,,,,0.0,19260817.0,59.0
1e-07,1e-05,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.283451,,,,0.0,19260817.0,60.0
1e-08,0.0001,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,61.0
1e-08,1e-05,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,62.0
1e-06,1e-05,1000.0,True,0.365964,-0.054157,-0.07064,0.229855,0.309211,0.283451,,,,0.0,19260817.0,63.0
1e-07,0.0001,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.283451,,,,0.0,19260817.0,64.0
1e-07,1e-05,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.283451,,,,0.0,19260817.0,65.0
1e-07,1e-05,1000.0,False,-2.181093,-2.909094,-4.099417,0.514854,0.595443,0.618609,,,,0.0,19260817.0,66.0
1e-08,0.001,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,67.0
1e-08,0.0001,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,68.0
1e-08,0.0001,1000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,69.0
1e-08,1e-05,5000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,70.0
1e-07,1e-05,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.283451,,,,0.0,19260817.0,71.0
1e-08,0.0001,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,72.0
1e-06,1e-05,10000.0,True,0.365964,-0.054157,-0.07064,0.229855,0.309211,0.283451,,,,0.0,19260817.0,73.0
1e-07,0.0001,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.283451,,,,0.0,19260817.0,74.0
1e-07,1e-05,10000.0,False,-2.181093,-2.909094,-4.099417,0.514854,0.595443,0.618609,,,,0.0,19260817.0,75.0
1e-08,0.001,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,76.0
1e-08,0.0001,10000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,77.0
1e-07,0.1,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.283451,,,,0.0,19260817.0,78.0
1e-08,0.01,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,79.0
1e-08,0.1,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,80.0
1e-06,0.1,1000.0,True,0.365964,-0.054157,-0.07064,0.229855,0.309211,0.283451,,,,0.0,19260817.0,81.0
1e-07,0.01,1000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.283451,,,,0.0,19260817.0,82.0
1e-07,0.1,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.283451,,,,0.0,19260817.0,83.0
1e-07,0.1,1000.0,False,-2.181093,-2.909094,-4.099416,0.514854,0.595443,0.618609,,,,0.0,19260817.0,84.0
1e-08,0.01,5000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,85.0
1e-08,0.01,1000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,86.0
1e-08,0.1,5000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,87.0
1e-07,0.1,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.283451,,,,0.0,19260817.0,88.0
1e-08,0.01,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.28345,,,,0.0,19260817.0,89.0
1e-06,0.1,10000.0,True,0.365964,-0.054157,-0.07064,0.229855,0.309211,0.283451,,,,0.0,19260817.0,90.0
1e-07,0.01,10000.0,True,0.365964,-0.05416,-0.070638,0.229855,0.309211,0.283451,,,,0.0,19260817.0,91.0
1e-07,0.1,10000.0,False,-2.181093,-2.909094,-4.099416,0.514854,0.595443,0.618609,,,,0.0,19260817.0,92.0
1e-08,0.01,10000.0,False,-2.181093,-2.909094,-4.099418,0.514854,0.595443,0.618609,,,,0.0,19260817.0,93.0
100.0,1e-05,1000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,94.0
1000.0,0.0001,1000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,95.0
1000.0,1e-05,5000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,96.0
10.0,1e-05,1000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,97.0
100.0,0.0001,1000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,98.0
100.0,1e-05,5000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,99.0
100.0,1e-05,1000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,100.0
1000.0,0.001,1000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,101.0
1000.0,0.0001,5000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,102.0
1000.0,0.0001,1000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,103.0
1000.0,1e-05,5000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,104.0
100.0,1e-05,10000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,105.0
1000.0,0.0001,10000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,106.0
10.0,1e-05,10000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,107.0
100.0,0.0001,10000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,108.0
100.0,1e-05,10000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,109.0
1000.0,0.001,10000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,110.0
1000.0,0.0001,10000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,111.0
100.0,0.1,1000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,112.0
1000.0,0.01,1000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,113.0
1000.0,0.1,5000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,114.0
10.0,0.1,1000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,115.0
100.0,0.01,1000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,116.0
100.0,0.1,5000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,117.0
100.0,0.1,1000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,118.0
1000.0,0.01,5000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,119.0
1000.0,0.01,1000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,120.0
1000.0,0.1,5000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,121.0
100.0,0.1,10000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,122.0
1000.0,0.01,10000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,123.0
10.0,0.1,10000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,124.0
100.0,0.01,10000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,125.0
100.0,0.1,10000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,126.0
1000.0,0.01,10000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,127.0
1e-05,1e-05,1000.0,True,0.365964,-0.054121,-0.070654,0.229855,0.309206,0.283453,,,,0.0,19260817.0,128.0
0.001,1e-05,1000.0,True,0.365703,-0.050183,-0.071728,0.229902,0.308627,0.283595,,,,0.0,19260817.0,129.0
0.0001,0.0001,1000.0,True,0.365961,-0.053771,-0.070798,0.229855,0.309154,0.283472,,,,0.0,19260817.0,130.0
0.0001,1e-05,5000.0,True,0.365961,-0.053771,-0.070797,0.229855,0.309154,0.283472,,,,0.0,19260817.0,131.0
1e-05,0.0001,1000.0,True,0.365964,-0.054121,-0.070654,0.229855,0.309206,0.283453,,,,0.0,19260817.0,132.0
1e-05,1e-05,5000.0,True,0.365964,-0.054121,-0.070654,0.229855,0.309206,0.283453,,,,0.0,19260817.0,133.0
1e-05,1e-05,1000.0,False,-2.181093,-2.90906,-4.099227,0.514854,0.59544,0.618597,,,,0.0,19260817.0,134.0
0.01,1e-05,1000.0,True,0.351039,-0.013353,-0.054389,0.232544,0.303167,0.281291,,,,0.0,19260817.0,135.0
0.001,0.0001,1000.0,True,0.365703,-0.050183,-0.071728,0.229902,0.308627,0.283595,,,,0.0,19260817.0,136.0
0.001,1e-05,5000.0,True,0.365703,-0.050183,-0.071728,0.229902,0.308627,0.283595,,,,0.0,19260817.0,137.0
0.001,1e-05,1000.0,False,-2.181403,-2.905851,-4.080527,0.514879,0.595196,0.617462,,,,0.0,19260817.0,138.0
0.0001,0.001,1000.0,True,0.365961,-0.053772,-0.070798,0.229855,0.309154,0.283472,,,,0.0,19260817.0,139.0
0.0001,0.0001,5000.0,True,0.365961,-0.053771,-0.070798,0.229855,0.309154,0.283472,,,,0.0,19260817.0,140.0
0.0001,0.0001,1000.0,False,-2.181096,-2.908752,-4.0975,0.514855,0.595417,0.618493,,,,0.0,19260817.0,141.0
0.0001,1e-05,5000.0,False,-2.181096,-2.908753,-4.097502,0.514855,0.595417,0.618493,,,,0.0,19260817.0,142.0
1e-05,1e-05,10000.0,True,0.365964,-0.054121,-0.070654,0.229855,0.309206,0.283453,,,,0.0,19260817.0,143.0
0.001,1e-05,10000.0,True,0.365703,-0.050183,-0.071728,0.229902,0.308627,0.283595,,,,0.0,19260817.0,144.0
0.0001,0.0001,10000.0,True,0.365961,-0.053771,-0.070798,0.229855,0.309154,0.283472,,,,0.0,19260817.0,145.0
1e-05,0.0001,10000.0,True,0.365964,-0.054121,-0.070654,0.229855,0.309206,0.283453,,,,0.0,19260817.0,146.0
1e-05,1e-05,10000.0,False,-2.181093,-2.90906,-4.099227,0.514854,0.59544,0.618597,,,,0.0,19260817.0,147.0
0.01,1e-05,10000.0,True,0.351039,-0.013353,-0.054389,0.232544,0.303167,0.281291,,,,0.0,19260817.0,148.0
0.001,0.0001,10000.0,True,0.365703,-0.050183,-0.071728,0.229902,0.308627,0.283595,,,,0.0,19260817.0,149.0
0.001,1e-05,10000.0,False,-2.181403,-2.905851,-4.080527,0.514879,0.595196,0.617462,,,,0.0,19260817.0,150.0
0.0001,0.001,10000.0,True,0.365961,-0.053772,-0.070798,0.229855,0.309154,0.283472,,,,0.0,19260817.0,151.0
0.0001,0.0001,10000.0,False,-2.181096,-2.908752,-4.0975,0.514855,0.595417,0.618493,,,,0.0,19260817.0,152.0
1e-05,0.1,1000.0,True,0.365964,-0.054122,-0.070655,0.229855,0.309206,0.283453,,,,0.0,19260817.0,153.0
0.001,0.1,1000.0,True,0.365703,-0.050183,-0.071728,0.229902,0.308627,0.283595,,,,0.0,19260817.0,154.0
0.0001,0.01,1000.0,True,0.365961,-0.053773,-0.070801,0.229855,0.309155,0.283472,,,,0.0,19260817.0,155.0
0.0001,0.1,5000.0,True,0.365961,-0.053778,-0.070808,0.229855,0.309155,0.283473,,,,0.0,19260817.0,156.0
1e-05,0.01,1000.0,True,0.365964,-0.054122,-0.070654,0.229855,0.309206,0.283453,,,,0.0,19260817.0,157.0
1e-05,0.1,5000.0,True,0.365964,-0.054122,-0.070655,0.229855,0.309206,0.283453,,,,0.0,19260817.0,158.0
1e-05,0.1,1000.0,False,-2.181093,-2.909043,-4.099192,0.514854,0.595439,0.618595,,,,0.0,19260817.0,159.0
0.01,0.1,1000.0,True,0.351039,-0.013353,-0.054389,0.232544,0.303167,0.281291,,,,0.0,19260817.0,160.0
0.001,0.01,1000.0,True,0.365703,-0.050183,-0.071728,0.229902,0.308627,0.283595,,,,0.0,19260817.0,161.0
0.001,0.1,5000.0,True,0.365703,-0.050183,-0.071728,0.229902,0.308627,0.283595,,,,0.0,19260817.0,162.0
0.001,0.1,1000.0,False,-2.181453,-2.905162,-4.079106,0.514883,0.595143,0.617376,,,,0.0,19260817.0,163.0
0.0001,0.01,5000.0,True,0.365961,-0.053773,-0.070801,0.229855,0.309155,0.283472,,,,0.0,19260817.0,164.0
0.0001,0.01,1000.0,False,-2.181096,-2.908737,-4.097468,0.514855,0.595416,0.618491,,,,0.0,19260817.0,165.0
0.0001,0.1,5000.0,False,-2.181096,-2.908693,-4.097379,0.514855,0.595412,0.618485,,,,0.0,19260817.0,166.0
1e-05,0.1,10000.0,True,0.365964,-0.054122,-0.070655,0.229855,0.309206,0.283453,,,,0.0,19260817.0,167.0
0.001,0.1,10000.0,True,0.365703,-0.050183,-0.071728,0.229902,0.308627,0.283595,,,,0.0,19260817.0,168.0
0.0001,0.01,10000.0,True,0.365961,-0.053773,-0.070801,0.229855,0.309155,0.283472,,,,0.0,19260817.0,169.0
1e-05,0.01,10000.0,True,0.365964,-0.054122,-0.070654,0.229855,0.309206,0.283453,,,,0.0,19260817.0,170.0
1e-05,0.1,10000.0,False,-2.181093,-2.909043,-4.099192,0.514854,0.595439,0.618595,,,,0.0,19260817.0,171.0
0.01,0.1,10000.0,True,0.351039,-0.013353,-0.054389,0.232544,0.303167,0.281291,,,,0.0,19260817.0,172.0
0.001,0.01,10000.0,True,0.365703,-0.050183,-0.071728,0.229902,0.308627,0.283595,,,,0.0,19260817.0,173.0
0.001,0.1,10000.0,False,-2.181453,-2.905162,-4.079106,0.514883,0.595143,0.617376,,,,0.0,19260817.0,174.0
0.0001,0.01,10000.0,False,-2.181096,-2.908737,-4.097468,0.514855,0.595416,0.618491,,,,0.0,19260817.0,175.0
0.1,1e-05,1000.0,True,0.043231,0.007085,-0.044716,0.282358,0.300095,0.279998,,,,0.0,19260817.0,176.0
1.0,0.0001,1000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,177.0
1.0,1e-05,5000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,178.0
0.1,0.0001,1000.0,True,0.043231,0.007085,-0.044716,0.282358,0.300095,0.279998,,,,0.0,19260817.0,179.0
0.1,1e-05,5000.0,True,0.043231,0.007085,-0.044716,0.282358,0.300095,0.279998,,,,0.0,19260817.0,180.0
0.1,1e-05,1000.0,False,-2.993428,-3.062818,-4.105491,0.576858,0.607038,0.618977,,,,0.0,19260817.0,181.0
10.0,0.0001,1000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,182.0
1.0,0.001,1000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,183.0
1.0,0.0001,5000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,184.0
1.0,0.0001,1000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,185.0
10.0,1e-05,5000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,186.0
1.0,1e-05,5000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,187.0
0.1,1e-05,10000.0,True,0.043231,0.007085,-0.044716,0.282358,0.300095,0.279998,,,,0.0,19260817.0,188.0
1.0,0.0001,10000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,189.0
0.1,0.0001,10000.0,True,0.043231,0.007085,-0.044716,0.282358,0.300095,0.279998,,,,0.0,19260817.0,190.0
0.1,1e-05,10000.0,False,-2.993428,-3.062818,-4.105491,0.576858,0.607038,0.618977,,,,0.0,19260817.0,191.0
10.0,0.0001,10000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,192.0
1.0,0.001,10000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,193.0
1.0,0.0001,10000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,194.0
0.1,0.1,1000.0,True,0.043231,0.007085,-0.044716,0.282358,0.300095,0.279998,,,,0.0,19260817.0,195.0
1.0,0.01,1000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,196.0
1.0,0.1,5000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,197.0
0.1,0.01,1000.0,True,0.043231,0.007085,-0.044716,0.282358,0.300095,0.279998,,,,0.0,19260817.0,198.0
0.1,0.1,5000.0,True,0.043231,0.007085,-0.044716,0.282358,0.300095,0.279998,,,,0.0,19260817.0,199.0
0.1,0.1,1000.0,False,-2.993428,-3.062818,-4.105491,0.576858,0.607038,0.618977,,,,0.0,19260817.0,200.0
10.0,0.01,1000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,201.0
1.0,0.01,5000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,202.0
1.0,0.01,1000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,203.0
10.0,0.1,5000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,204.0
1.0,0.1,5000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,205.0
0.1,0.1,10000.0,True,0.043231,0.007085,-0.044716,0.282358,0.300095,0.279998,,,,0.0,19260817.0,206.0
1.0,0.01,10000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,207.0
0.1,0.01,10000.0,True,0.043231,0.007085,-0.044716,0.282358,0.300095,0.279998,,,,0.0,19260817.0,208.0
0.1,0.1,10000.0,False,-2.993428,-3.062818,-4.105491,0.576858,0.607038,0.618977,,,,0.0,19260817.0,209.0
10.0,0.01,10000.0,True,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.0,19260817.0,210.0
1.0,0.01,10000.0,False,-3.036658,-3.115793,-4.225156,0.579972,0.610983,0.626189,,,,0.0,19260817.0,211.0
