n_estimators,max_depth,subsample,colsample_bytree,learning_rate,reg_alpha,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,warnings,Precedence
200.0,48.0,0.55,0.7,0.0001,0.1,0.011219,-0.008972,-0.04551,0.287043,0.302511,0.280104,,,,15.15,19260817.0,-1.0,none,141.0
200.0,48.0,0.85,0.7,0.0001,0.1,0.011219,-0.008972,-0.04551,0.287043,0.302511,0.280104,,,,5.13,19260817.0,-1.0,none,142.0
200.0,48.0,0.7,0.55,0.0001,0.1,0.010988,-0.008271,-0.045026,0.287076,0.302406,0.28004,,,,9.44,19260817.0,-1.0,none,143.0
200.0,48.0,0.7,0.85,0.0001,0.1,0.011495,-0.00972,-0.045544,0.287002,0.302623,0.280109,,,,18.53,19260817.0,-1.0,none,144.0
200.0,48.0,0.7,0.7,1e-06,0.1,0.000113,-0.009,-0.048041,0.28865,0.302515,0.280443,,,,3.3,19260817.0,-1.0,none,145.0
200.0,48.0,0.7,0.7,0.01,0.1,0.606696,0.065038,0.066721,0.181034,0.291205,0.264644,,,,2.89,19260817.0,-1.0,none,146.0
200.0,48.0,0.7,0.7,0.0001,0.01,0.011451,-0.008977,-0.045456,0.287009,0.302512,0.280097,,,,4.87,19260817.0,-1.0,none,147.0
200.0,48.0,0.7,0.7,0.0001,1.0,0.009108,-0.008736,-0.04555,0.287349,0.302476,0.28011,,,,4.69,19260817.0,-1.0,none,148.0
200.0,24.0,0.4,0.7,0.0001,0.1,0.011219,-0.008972,-0.04551,0.287043,0.302511,0.280104,,,,16.05,19260817.0,-1.0,none,149.0
200.0,24.0,0.55,0.55,0.0001,0.1,0.010988,-0.008271,-0.045026,0.287076,0.302406,0.28004,,,,3.25,19260817.0,-1.0,none,150.0
200.0,24.0,0.55,0.85,0.0001,0.1,0.011495,-0.00972,-0.045544,0.287002,0.302623,0.280109,,,,1.02,19260817.0,-1.0,none,151.0
200.0,24.0,0.55,0.7,1e-06,0.1,0.000113,-0.009,-0.048041,0.28865,0.302515,0.280443,,,,0.82,19260817.0,-1.0,none,152.0
200.0,24.0,0.55,0.7,0.01,0.1,0.606696,0.065038,0.066721,0.181034,0.291205,0.264644,,,,2.18,19260817.0,-1.0,none,153.0
200.0,24.0,0.55,0.7,0.0001,0.01,0.011451,-0.008977,-0.045456,0.287009,0.302512,0.280097,,,,1.49,19260817.0,-1.0,none,154.0
200.0,24.0,0.55,0.7,0.0001,1.0,0.009108,-0.008736,-0.04555,0.287349,0.302476,0.28011,,,,0.3,19260817.0,-1.0,none,155.0
200.0,24.0,1.0,0.7,0.0001,0.1,0.011219,-0.008972,-0.04551,0.287043,0.302511,0.280104,,,,1.57,19260817.0,-1.0,none,156.0
200.0,24.0,0.85,0.55,0.0001,0.1,0.010988,-0.008271,-0.045026,0.287076,0.302406,0.28004,,,,1.8,19260817.0,-1.0,none,157.0
200.0,24.0,0.85,0.85,0.0001,0.1,0.011495,-0.00972,-0.045544,0.287002,0.302623,0.280109,,,,4.13,19260817.0,-1.0,none,158.0
200.0,24.0,0.85,0.7,1e-06,0.1,0.000113,-0.009,-0.048041,0.28865,0.302515,0.280443,,,,11.16,19260817.0,-1.0,none,159.0
200.0,24.0,0.85,0.7,0.01,0.1,0.606696,0.065038,0.066721,0.181034,0.291205,0.264644,,,,14.98,19260817.0,-1.0,none,160.0
200.0,24.0,0.85,0.7,0.0001,0.01,0.011451,-0.008977,-0.045456,0.287009,0.302512,0.280097,,,,1.32,19260817.0,-1.0,none,161.0
200.0,24.0,0.85,0.7,0.0001,1.0,0.009108,-0.008736,-0.04555,0.287349,0.302476,0.28011,,,,0.61,19260817.0,-1.0,none,162.0
200.0,24.0,0.7,0.4,0.0001,0.1,0.010367,-0.007929,-0.04554,0.287166,0.302355,0.280108,,,,0.42,19260817.0,-1.0,none,163.0
200.0,24.0,0.7,0.55,1e-06,0.1,0.000111,-0.008993,-0.048036,0.28865,0.302514,0.280443,,,,0.8,19260817.0,-1.0,none,164.0
200.0,24.0,0.7,0.55,0.01,0.1,0.600678,0.032262,0.091274,0.182414,0.296265,0.261139,,,,0.77,19260817.0,-1.0,none,165.0
200.0,24.0,0.7,0.55,0.0001,0.01,0.01122,-0.008251,-0.045032,0.287042,0.302403,0.28004,,,,0.67,19260817.0,-1.0,none,166.0
200.0,24.0,0.7,0.55,0.0001,1.0,0.00882,-0.008199,-0.04567,0.287391,0.302395,0.280126,,,,0.48,19260817.0,-1.0,none,167.0
200.0,24.0,0.7,1.0,0.0001,0.1,0.011864,-0.011146,-0.045382,0.286949,0.302837,0.280087,,,,3.15,19260817.0,-1.0,none,168.0
200.0,24.0,0.7,0.85,1e-06,0.1,0.000116,-0.009007,-0.048041,0.28865,0.302517,0.280443,,,,0.55,19260817.0,-1.0,none,169.0
200.0,24.0,0.7,0.85,0.01,0.1,0.616012,0.049276,0.087168,0.178877,0.293649,0.261729,,,,0.37,19260817.0,-1.0,none,170.0
200.0,24.0,0.7,0.85,0.0001,0.01,0.011724,-0.009759,-0.045468,0.286969,0.302629,0.280099,,,,0.26,19260817.0,-1.0,none,171.0
200.0,24.0,0.7,0.85,0.0001,1.0,0.009312,-0.009406,-0.045601,0.287319,0.302576,0.280117,,,,0.38,19260817.0,-1.0,none,172.0
200.0,24.0,0.7,0.7,1e-08,0.1,1e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.32,19260817.0,-1.0,none,173.0
200.0,24.0,0.7,0.7,1e-06,0.01,0.000116,-0.009,-0.04804,0.28865,0.302516,0.280443,,,,0.46,19260817.0,-1.0,none,174.0
200.0,24.0,0.7,0.7,1e-06,1.0,9.2e-05,-0.008997,-0.048042,0.288653,0.302515,0.280443,,,,0.36,19260817.0,-1.0,none,175.0
200.0,24.0,0.7,0.7,0.1,0.1,0.994565,0.087069,0.11342,0.021281,0.287754,0.257938,,,,0.28,19260817.0,-1.0,none,176.0
200.0,24.0,0.7,0.7,0.01,0.01,0.616045,0.052992,0.064064,0.17887,0.293075,0.26502,,,,0.74,19260817.0,-1.0,none,177.0
200.0,24.0,0.7,0.7,0.01,1.0,0.509331,0.026544,0.064765,0.202204,0.297139,0.264921,,,,0.79,19260817.0,-1.0,none,178.0
200.0,24.0,0.7,0.7,0.0001,0.001,0.011473,-0.008979,-0.045449,0.287006,0.302512,0.280096,,,,2.57,19260817.0,-1.0,none,179.0
200.0,24.0,0.7,0.7,0.0001,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.53,19260817.0,-1.0,none,180.0
800.0,24.0,0.7,0.7,0.01,0.1,0.937663,0.153559,0.094983,0.072072,0.277077,0.260606,,,,4.76,19260817.0,-1.0,none,181.0
400.0,12.0,0.7,0.7,0.01,0.1,0.807304,0.113818,0.089734,0.126716,0.283507,0.26136,,,,3.25,19260817.0,-1.0,none,182.0
400.0,48.0,0.7,0.7,0.01,0.1,0.807304,0.113818,0.089734,0.126716,0.283507,0.26136,,,,1.69,19260817.0,-1.0,none,183.0
400.0,24.0,0.55,0.7,0.01,0.1,0.807304,0.113818,0.089734,0.126716,0.283507,0.26136,,,,1.13,19260817.0,-1.0,none,184.0
400.0,24.0,0.85,0.7,0.01,0.1,0.807304,0.113818,0.089734,0.126716,0.283507,0.26136,,,,1.22,19260817.0,-1.0,none,185.0
400.0,24.0,0.7,0.55,0.01,0.1,0.799507,0.081182,0.097962,0.129255,0.28868,0.260177,,,,18.49,19260817.0,-1.0,none,186.0
400.0,24.0,0.7,0.85,0.01,0.1,0.815196,0.077154,0.117693,0.124094,0.289312,0.257315,,,,3.16,19260817.0,-1.0,none,187.0
400.0,24.0,0.7,0.7,0.1,0.1,0.997596,0.087785,0.118698,0.014154,0.287641,0.257169,,,,0.49,19260817.0,-1.0,none,188.0
400.0,24.0,0.7,0.7,0.01,0.01,0.817438,0.089072,0.102602,0.123339,0.287438,0.259507,,,,0.64,19260817.0,-1.0,none,189.0
400.0,24.0,0.7,0.7,0.01,1.0,0.693369,0.044832,0.096931,0.159847,0.294335,0.260325,,,,4.41,19260817.0,-1.0,none,190.0
800.0,12.0,0.7,0.7,0.01,0.1,0.937663,0.153559,0.094983,0.072072,0.277077,0.260606,,,,3.01,19260817.0,-1.0,none,191.0
800.0,48.0,0.7,0.7,0.01,0.1,0.937663,0.153559,0.094983,0.072072,0.277077,0.260606,,,,4.75,19260817.0,-1.0,none,192.0
800.0,24.0,0.55,0.7,0.01,0.1,0.937663,0.153559,0.094983,0.072072,0.277077,0.260606,,,,3.48,19260817.0,-1.0,none,193.0
800.0,24.0,0.85,0.7,0.01,0.1,0.937663,0.153559,0.094983,0.072072,0.277077,0.260606,,,,1.83,19260817.0,-1.0,none,194.0
800.0,24.0,0.7,0.55,0.01,0.1,0.934517,0.105575,0.122001,0.073868,0.284822,0.256686,,,,1.67,19260817.0,-1.0,none,195.0
800.0,24.0,0.7,0.85,0.01,0.1,0.94153,0.101172,0.110037,0.069801,0.285523,0.258429,,,,56.91,19260817.0,-1.0,none,196.0
800.0,24.0,0.7,0.7,0.1,0.1,0.997596,0.087785,0.118698,0.014154,0.287641,0.257169,,,,25.12,19260817.0,-1.0,none,197.0
800.0,24.0,0.7,0.7,0.01,0.01,0.944307,0.109274,0.117162,0.068123,0.284233,0.257393,,,,35.99,19260817.0,-1.0,none,198.0
800.0,24.0,0.7,0.7,0.01,1.0,0.834168,0.073181,0.125049,0.117552,0.289934,0.25624,,,,23.05,19260817.0,-1.0,none,199.0
400.0,192.0,0.4,1.0,0.1,0.0001,0.999981,0.108146,0.196451,0.001245,0.284413,0.245562,,,,5.87,19260817.0,-1.0,none,200.0
800.0,96.0,0.4,1.0,0.1,0.0001,0.999992,0.108085,0.196901,0.000835,0.284422,0.245494,,,,116.16,19260817.0,-1.0,none,201.0
800.0,192.0,0.55,1.0,0.1,0.0001,0.999992,0.108085,0.196901,0.000835,0.284422,0.245494,,,,72.51,19260817.0,-1.0,none,202.0
800.0,192.0,0.4,0.85,0.1,0.0001,0.999991,0.150245,0.190738,0.000857,0.277619,0.246434,,,,20.94,19260817.0,-1.0,none,203.0
800.0,192.0,0.4,1.0,0.01,0.0001,0.955076,0.096563,0.06765,0.061183,0.286254,0.264512,,,,20.35,19260817.0,-1.0,none,204.0
800.0,192.0,0.4,1.0,0.1,0.001,0.999991,0.106768,0.197689,0.00085,0.284632,0.245373,,,,14.11,19260817.0,-1.0,none,205.0
200.0,192.0,0.4,1.0,0.1,0.0001,0.998552,0.110498,0.189995,0.010985,0.284037,0.246547,,,,12.24,19260817.0,-1.0,none,206.0
400.0,96.0,0.4,1.0,0.1,0.0001,0.999981,0.108146,0.196451,0.001245,0.284413,0.245562,,,,17.09,19260817.0,-1.0,none,207.0
400.0,192.0,0.55,1.0,0.1,0.0001,0.999981,0.108146,0.196451,0.001245,0.284413,0.245562,,,,17.86,19260817.0,-1.0,none,208.0
400.0,192.0,0.4,0.85,0.1,0.0001,0.999969,0.150956,0.189445,0.001599,0.277503,0.246631,,,,17.55,19260817.0,-1.0,none,209.0
400.0,192.0,0.4,1.0,0.01,0.0001,0.832308,0.054079,0.077893,0.11821,0.292907,0.263055,,,,22.8,19260817.0,-1.0,none,210.0
400.0,192.0,0.4,1.0,0.1,0.001,0.999979,0.106635,0.197142,0.001318,0.284653,0.245457,,,,15.21,19260817.0,-1.0,none,211.0
800.0,48.0,0.4,1.0,0.1,0.0001,0.999992,0.108085,0.196901,0.000835,0.284422,0.245494,,,,20.14,19260817.0,-1.0,none,212.0
800.0,96.0,0.55,1.0,0.1,0.0001,0.999992,0.108085,0.196901,0.000835,0.284422,0.245494,,,,15.09,19260817.0,-1.0,none,213.0
800.0,96.0,0.4,0.85,0.1,0.0001,0.999991,0.150245,0.190738,0.000857,0.277619,0.246434,,,,14.23,19260817.0,-1.0,none,214.0
800.0,96.0,0.4,1.0,0.01,0.0001,0.955076,0.096563,0.06765,0.061183,0.286254,0.264512,,,,18.13,19260817.0,-1.0,none,215.0
800.0,96.0,0.4,1.0,0.1,0.001,0.999991,0.106768,0.197689,0.00085,0.284632,0.245373,,,,16.68,19260817.0,-1.0,none,216.0
800.0,192.0,0.7,1.0,0.1,0.0001,0.999992,0.108085,0.196901,0.000835,0.284422,0.245494,,,,18.06,19260817.0,-1.0,none,217.0
800.0,192.0,0.55,0.85,0.1,0.0001,0.999991,0.150245,0.190738,0.000857,0.277619,0.246434,,,,22.8,19260817.0,-1.0,none,218.0
800.0,192.0,0.55,1.0,0.01,0.0001,0.955076,0.096563,0.06765,0.061183,0.286254,0.264512,,,,24.67,19260817.0,-1.0,none,219.0
800.0,192.0,0.55,1.0,0.1,0.001,0.999991,0.106768,0.197689,0.00085,0.284632,0.245373,,,,5.83,19260817.0,-1.0,none,220.0
800.0,192.0,0.4,0.7,0.1,0.0001,0.999992,0.06346,0.143397,0.000836,0.291451,0.25354,,,,29.96,19260817.0,-1.0,none,221.0
800.0,192.0,0.4,0.85,0.01,0.0001,0.951792,0.093608,0.082402,0.063381,0.286721,0.262411,,,,27.75,19260817.0,-1.0,none,222.0
800.0,192.0,0.4,0.85,0.1,0.001,0.999991,0.164472,0.171259,0.000855,0.275285,0.249382,,,,26.74,19260817.0,-1.0,none,223.0
800.0,192.0,0.4,1.0,0.01,0.001,0.9556,0.080972,0.068439,0.060826,0.288713,0.2644,,,,28.41,19260817.0,-1.0,none,224.0
800.0,192.0,0.4,1.0,0.1,0.01,0.999961,0.075273,0.186494,0.001811,0.289607,0.247079,,,,22.97,19260817.0,-1.0,none,225.0
400.0,192.0,0.4,0.85,0.1,0.001,0.999967,0.164698,0.171029,0.001664,0.275248,0.249417,,,,16.22,19260817.0,-1.0,none,226.0
800.0,96.0,0.4,0.85,0.1,0.001,0.999991,0.164472,0.171259,0.000855,0.275285,0.249382,,,,30.8,19260817.0,-1.0,none,227.0
800.0,192.0,0.55,0.85,0.1,0.001,0.999991,0.164472,0.171259,0.000855,0.275285,0.249382,,,,9.82,19260817.0,-1.0,none,228.0
800.0,192.0,0.4,0.7,0.1,0.001,0.999991,0.088,0.160329,0.000847,0.287607,0.251021,,,,31.44,19260817.0,-1.0,none,229.0
800.0,192.0,0.4,0.85,0.01,0.001,0.950354,0.105701,0.091809,0.064319,0.284802,0.261063,,,,18.24,19260817.0,-1.0,none,230.0
800.0,192.0,0.4,0.85,0.1,0.01,0.999957,0.116122,0.183778,0.001882,0.283138,0.247491,,,,16.86,19260817.0,-1.0,none,231.0
200.0,192.0,0.4,0.85,0.1,0.001,0.997861,0.172911,0.16991,0.013351,0.273891,0.249585,,,,5.18,19260817.0,-1.0,none,232.0
400.0,96.0,0.4,0.85,0.1,0.001,0.999967,0.164698,0.171029,0.001664,0.275248,0.249417,,,,23.08,19260817.0,-1.0,none,233.0
400.0,192.0,0.55,0.85,0.1,0.001,0.999967,0.164698,0.171029,0.001664,0.275248,0.249417,,,,5.05,19260817.0,-1.0,none,234.0
400.0,192.0,0.4,0.7,0.1,0.001,0.999967,0.087878,0.159496,0.00167,0.287626,0.251146,,,,16.03,19260817.0,-1.0,none,235.0
400.0,192.0,0.4,0.85,0.01,0.001,0.825217,0.085989,0.087993,0.120683,0.287924,0.26161,,,,4.66,19260817.0,-1.0,none,236.0
400.0,192.0,0.4,0.85,0.1,0.01,0.999938,0.116088,0.183478,0.002266,0.283143,0.247537,,,,23.06,19260817.0,-1.0,none,237.0
100.0,192.0,0.4,0.85,0.1,0.001,0.972789,0.187014,0.155199,0.047618,0.271546,0.251787,,,,6.18,19260817.0,-1.0,none,238.0
200.0,96.0,0.4,0.85,0.1,0.001,0.997861,0.172911,0.16991,0.013351,0.273891,0.249585,,,,19.6,19260817.0,-1.0,none,239.0
200.0,192.0,0.55,0.85,0.1,0.001,0.997861,0.172911,0.16991,0.013351,0.273891,0.249585,,,,24.32,19260817.0,-1.0,none,240.0
200.0,192.0,0.4,0.7,0.1,0.001,0.997844,0.094359,0.146353,0.013403,0.286603,0.253102,,,,17.61,19260817.0,-1.0,none,241.0
200.0,192.0,0.4,1.0,0.1,0.001,0.998617,0.109547,0.185695,0.010736,0.284189,0.2472,,,,25.6,19260817.0,-1.0,none,242.0
200.0,192.0,0.4,0.85,0.01,0.001,0.629032,0.059446,0.058004,0.175818,0.292075,0.265877,,,,6.51,19260817.0,-1.0,none,243.0
200.0,192.0,0.4,0.85,0.1,0.0001,0.998251,0.158475,0.188317,0.012074,0.276271,0.246802,,,,9.4,19260817.0,-1.0,none,244.0
200.0,192.0,0.4,0.85,0.1,0.01,0.997902,0.121343,0.174616,0.013222,0.282301,0.248877,,,,15.24,19260817.0,-1.0,none,245.0
50.0,192.0,0.4,0.85,0.1,0.001,0.874936,0.209057,0.113343,0.102085,0.267839,0.257949,,,,4.15,19260817.0,-1.0,none,246.0
100.0,96.0,0.4,0.85,0.1,0.001,0.972789,0.187014,0.155199,0.047618,0.271546,0.251787,,,,14.49,19260817.0,-1.0,none,247.0
100.0,192.0,0.55,0.85,0.1,0.001,0.972789,0.187014,0.155199,0.047618,0.271546,0.251787,,,,5.12,19260817.0,-1.0,none,248.0
100.0,192.0,0.4,0.7,0.1,0.001,0.972323,0.10428,0.129885,0.048023,0.285029,0.255531,,,,2.55,19260817.0,-1.0,none,249.0
100.0,192.0,0.4,1.0,0.1,0.001,0.977294,0.123137,0.171219,0.043498,0.282012,0.249388,,,,0.81,19260817.0,-1.0,none,250.0
100.0,192.0,0.4,0.85,0.01,0.001,0.412359,0.027508,0.045866,0.221285,0.296992,0.267584,,,,1.86,19260817.0,-1.0,none,251.0
100.0,192.0,0.4,0.85,0.1,0.0001,0.973297,0.19754,0.181612,0.047171,0.269783,0.24782,,,,5.83,19260817.0,-1.0,none,252.0
100.0,192.0,0.4,0.85,0.1,0.01,0.97076,0.155878,0.134855,0.049361,0.276697,0.254801,,,,1.46,19260817.0,-1.0,none,253.0
25.0,192.0,0.4,0.85,0.1,0.001,0.695889,0.144201,0.061977,0.159189,0.278604,0.265315,,,,1.33,19260817.0,-1.0,none,254.0
50.0,96.0,0.4,0.85,0.1,0.001,0.874936,0.209057,0.113343,0.102085,0.267839,0.257949,,,,0.83,19260817.0,-1.0,none,255.0
50.0,192.0,0.55,0.85,0.1,0.001,0.874936,0.209057,0.113343,0.102085,0.267839,0.257949,,,,3.96,19260817.0,-1.0,none,256.0
50.0,192.0,0.4,0.7,0.1,0.001,0.870725,0.060356,0.123288,0.103789,0.291933,0.256498,,,,6.22,19260817.0,-1.0,none,257.0
50.0,192.0,0.4,1.0,0.1,0.001,0.885632,0.125021,0.135749,0.097622,0.281709,0.254669,,,,9.31,19260817.0,-1.0,none,258.0
50.0,192.0,0.4,0.85,0.01,0.001,0.241483,0.001117,0.002917,0.251408,0.300995,0.27354,,,,8.92,19260817.0,-1.0,none,259.0
50.0,192.0,0.4,0.85,0.1,0.0001,0.875016,0.209079,0.113348,0.102052,0.267836,0.257948,,,,7.13,19260817.0,-1.0,none,260.0
50.0,192.0,0.4,0.85,0.1,0.01,0.869505,0.19148,0.102743,0.104278,0.270799,0.259486,,,,8.27,19260817.0,-1.0,none,261.0
25.0,192.0,0.4,0.85,0.1,0.0001,0.695974,0.144214,0.061978,0.159167,0.278602,0.265315,,,,2.36,19260817.0,-1.0,none,262.0
50.0,96.0,0.4,0.85,0.1,0.0001,0.875016,0.209079,0.113348,0.102052,0.267836,0.257948,,,,2.95,19260817.0,-1.0,none,263.0
50.0,192.0,0.55,0.85,0.1,0.0001,0.875016,0.209079,0.113348,0.102052,0.267836,0.257948,,,,5.53,19260817.0,-1.0,none,264.0
50.0,192.0,0.4,0.7,0.1,0.0001,0.870808,0.06033,0.123298,0.103756,0.291937,0.256497,,,,3.88,19260817.0,-1.0,none,265.0
50.0,192.0,0.4,1.0,0.1,0.0001,0.885711,0.125019,0.135768,0.097589,0.281709,0.254666,,,,11.25,19260817.0,-1.0,none,266.0
50.0,192.0,0.4,0.85,0.01,0.0001,0.241524,0.001112,0.002922,0.251401,0.300996,0.27354,,,,5.33,19260817.0,-1.0,none,267.0
25.0,96.0,0.4,0.85,0.1,0.0001,0.695974,0.144214,0.061978,0.159167,0.278602,0.265315,,,,3.47,19260817.0,-1.0,none,268.0
100.0,96.0,0.4,0.85,0.1,0.0001,0.973297,0.19754,0.181612,0.047171,0.269783,0.24782,,,,10.09,19260817.0,-1.0,none,269.0
50.0,48.0,0.4,0.85,0.1,0.0001,0.875016,0.209079,0.113348,0.102052,0.267836,0.257948,,,,0.54,19260817.0,-1.0,none,270.0
50.0,96.0,0.55,0.85,0.1,0.0001,0.875016,0.209079,0.113348,0.102052,0.267836,0.257948,,,,5.64,19260817.0,-1.0,none,271.0
50.0,96.0,0.4,0.7,0.1,0.0001,0.870808,0.06033,0.123298,0.103756,0.291937,0.256497,,,,11.05,19260817.0,-1.0,none,272.0
50.0,96.0,0.4,1.0,0.1,0.0001,0.885711,0.125019,0.135768,0.097589,0.281709,0.254666,,,,9.84,19260817.0,-1.0,none,273.0
50.0,96.0,0.4,0.85,0.01,0.0001,0.241524,0.001112,0.002922,0.251401,0.300996,0.27354,,,,8.79,19260817.0,-1.0,none,274.0
25.0,192.0,0.55,0.85,0.1,0.0001,0.695974,0.144214,0.061978,0.159167,0.278602,0.265315,,,,2.81,19260817.0,-1.0,none,275.0
100.0,192.0,0.55,0.85,0.1,0.0001,0.973297,0.19754,0.181612,0.047171,0.269783,0.24782,,,,8.96,19260817.0,-1.0,none,276.0
50.0,192.0,0.7,0.85,0.1,0.0001,0.875016,0.209079,0.113348,0.102052,0.267836,0.257948,,,,4.99,19260817.0,-1.0,none,277.0
50.0,192.0,0.55,0.7,0.1,0.0001,0.870808,0.06033,0.123298,0.103756,0.291937,0.256497,,,,7.0,19260817.0,-1.0,none,278.0
50.0,192.0,0.55,1.0,0.1,0.0001,0.885711,0.125019,0.135768,0.097589,0.281709,0.254666,,,,5.47,19260817.0,-1.0,none,279.0
50.0,192.0,0.55,0.85,0.01,0.0001,0.241524,0.001112,0.002922,0.251401,0.300996,0.27354,,,,3.79,19260817.0,-1.0,none,280.0
